hour,solar_kw,bess_soc_percent,mall_load_kw
4004,2024-06-15 20:00:00-05:00,2024-06-15 20:00:00,15/06/2024 20:00;2092
4005,2024-06-15 21:00:00-05:00,2024-06-15 21:00:00,15/06/2024 21:00;2010
4006,2024-06-15 22:00:00-05:00,2024-06-15 22:00:00,15/06/2024 22:00;1661
4007,2024-06-15 23:00:00-05:00,2024-06-15 23:00:00,15/06/2024 23:00;840
4008,2024-06-16 00:00:00-05:00,2024-06-16 00:00:00,16/06/2024 00:00;459
4009,2024-06-16 01:00:00-05:00,2024-06-16 01:00:00,16/06/2024 01:00;415
4010,2024-06-16 02:00:00-05:00,2024-06-16 02:00:00,16/06/2024 02:00;409
4011,2024-06-16 03:00:00-05:00,2024-06-16 03:00:00,16/06/2024 03:00;409
4012,2024-06-16 04:00:00-05:00,2024-06-16 04:00:00,16/06/2024 04:00;404
4013,2024-06-16 05:00:00-05:00,2024-06-16 05:00:00,16/06/2024 05:00;380
4014,2024-06-16 06:00:00-05:00,2024-06-16 06:00:00,16/06/2024 06:00;417
4015,2024-06-16 07:00:00-05:00,2024-06-16 07:00:00,16/06/2024 07:00;457
4016,2024-06-16 08:00:00-05:00,2024-06-16 08:00:00,16/06/2024 08:00;532
4017,2024-06-16 09:00:00-05:00,2024-06-16 09:00:00,16/06/2024 09:00;944
4018,2024-06-16 10:00:00-05:00,2024-06-16 10:00:00,16/06/2024 10:00;1664
4019,2024-06-16 11:00:00-05:00,2024-06-16 11:00:00,16/06/2024 11:00;2124
4020,2024-06-16 12:00:00-05:00,2024-06-16 12:00:00,16/06/2024 12:00;2134
4021,2024-06-16 13:00:00-05:00,2024-06-16 13:00:00,16/06/2024 13:00;2097
4022,2024-06-16 14:00:00-05:00,2024-06-16 14:00:00,16/06/2024 14:00;2145
4023,2024-06-16 15:00:00-05:00,2024-06-16 15:00:00,16/06/2024 15:00;2119
4024,2024-06-16 16:00:00-05:00,2024-06-16 16:00:00,16/06/2024 16:00;2148
4025,2024-06-16 17:00:00-05:00,2024-06-16 17:00:00,16/06/2024 17:00;2076
4026,2024-06-16 18:00:00-05:00,2024-06-16 18:00:00,16/06/2024 18:00;2024
4027,2024-06-16 19:00:00-05:00,2024-06-16 19:00:00,16/06/2024 19:00;1994
4028,2024-06-16 20:00:00-05:00,2024-06-16 20:00:00,16/06/2024 20:00;1966
4029,2024-06-16 21:00:00-05:00,2024-06-16 21:00:00,16/06/2024 21:00;1812
4030,2024-06-16 22:00:00-05:00,2024-06-16 22:00:00,16/06/2024 22:00;1087
4031,2024-06-16 23:00:00-05:00,2024-06-16 23:00:00,16/06/2024 23:00;535
4032,2024-06-17 00:00:00-05:00,2024-06-17 00:00:00,17/06/2024 00:00;439
4033,2024-06-17 01:00:00-05:00,2024-06-17 01:00:00,17/06/2024 01:00;403
4034,2024-06-17 02:00:00-05:00,2024-06-17 02:00:00,17/06/2024 02:00;386
4035,2024-06-17 03:00:00-05:00,2024-06-17 03:00:00,17/06/2024 03:00;387
4036,2024-06-17 04:00:00-05:00,2024-06-17 04:00:00,17/06/2024 04:00;376
4037,2024-06-17 05:00:00-05:00,2024-06-17 05:00:00,17/06/2024 05:00;363
4038,2024-06-17 06:00:00-05:00,2024-06-17 06:00:00,17/06/2024 06:00;510
4039,2024-06-17 07:00:00-05:00,2024-06-17 07:00:00,17/06/2024 07:00;619
4040,2024-06-17 08:00:00-05:00,2024-06-17 08:00:00,17/06/2024 08:00;738
4041,2024-06-17 09:00:00-05:00,2024-06-17 09:00:00,17/06/2024 09:00;911
4042,2024-06-17 10:00:00-05:00,2024-06-17 10:00:00,17/06/2024 10:00;1458
4043,2024-06-17 11:00:00-05:00,2024-06-17 11:00:00,17/06/2024 11:00;1961
4044,2024-06-17 12:00:00-05:00,2024-06-17 12:00:00,17/06/2024 12:00;2156
4045,2024-06-17 13:00:00-05:00,2024-06-17 13:00:00,17/06/2024 13:00;2211
4046,2024-06-17 14:00:00-05:00,2024-06-17 14:00:00,17/06/2024 14:00;2240
4047,2024-06-17 15:00:00-05:00,2024-06-17 15:00:00,17/06/2024 15:00;2216
4048,2024-06-17 16:00:00-05:00,2024-06-17 16:00:00,17/06/2024 16:00;2199
4049,2024-06-17 17:00:00-05:00,2024-06-17 17:00:00,17/06/2024 17:00;2177
4050,2024-06-17 18:00:00-05:00,2024-06-17 18:00:00,17/06/2024 18:00;2162
4051,2024-06-17 19:00:00-05:00,2024-06-17 19:00:00,17/06/2024 19:00;2151
4052,2024-06-17 20:00:00-05:00,2024-06-17 20:00:00,17/06/2024 20:00;2106
4053,2024-06-17 21:00:00-05:00,2024-06-17 21:00:00,17/06/2024 21:00;1898
4054,2024-06-17 22:00:00-05:00,2024-06-17 22:00:00,17/06/2024 22:00;1144
4055,2024-06-17 23:00:00-05:00,2024-06-17 23:00:00,17/06/2024 23:00;635
4056,2024-06-18 00:00:00-05:00,2024-06-18 00:00:00,18/06/2024 00:00;450
4057,2024-06-18 01:00:00-05:00,2024-06-18 01:00:00,18/06/2024 01:00;427
4058,2024-06-18 02:00:00-05:00,2024-06-18 02:00:00,18/06/2024 02:00;424
4059,2024-06-18 03:00:00-05:00,2024-06-18 03:00:00,18/06/2024 03:00;418
4060,2024-06-18 04:00:00-05:00,2024-06-18 04:00:00,18/06/2024 04:00;403
4061,2024-06-18 05:00:00-05:00,2024-06-18 05:00:00,18/06/2024 05:00;387
4062,2024-06-18 06:00:00-05:00,2024-06-18 06:00:00,18/06/2024 06:00;570
4063,2024-06-18 07:00:00-05:00,2024-06-18 07:00:00,18/06/2024 07:00;715
4064,2024-06-18 08:00:00-05:00,2024-06-18 08:00:00,18/06/2024 08:00;856
4065,2024-06-18 09:00:00-05:00,2024-06-18 09:00:00,18/06/2024 09:00;1036
4066,2024-06-18 10:00:00-05:00,2024-06-18 10:00:00,18/06/2024 10:00;1554
4067,2024-06-18 11:00:00-05:00,2024-06-18 11:00:00,18/06/2024 11:00;2168
4068,2024-06-18 12:00:00-05:00,2024-06-18 12:00:00,18/06/2024 12:00;2020
4069,2024-06-18 13:00:00-05:00,2024-06-18 13:00:00,18/06/2024 13:00;2057
4070,2024-06-18 14:00:00-05:00,2024-06-18 14:00:00,18/06/2024 14:00;2349
4071,2024-06-18 15:00:00-05:00,2024-06-18 15:00:00,18/06/2024 15:00;2090
4072,2024-06-18 16:00:00-05:00,2024-06-18 16:00:00,18/06/2024 16:00;2028
4073,2024-06-18 17:00:00-05:00,2024-06-18 17:00:00,18/06/2024 17:00;2291
4074,2024-06-18 18:00:00-05:00,2024-06-18 18:00:00,18/06/2024 18:00;2292
4075,2024-06-18 19:00:00-05:00,2024-06-18 19:00:00,18/06/2024 19:00;2286
4076,2024-06-18 20:00:00-05:00,2024-06-18 20:00:00,18/06/2024 20:00;2176
4077,2024-06-18 21:00:00-05:00,2024-06-18 21:00:00,18/06/2024 21:00;1997
4078,2024-06-18 22:00:00-05:00,2024-06-18 22:00:00,18/06/2024 22:00;1154
4079,2024-06-18 23:00:00-05:00,2024-06-18 23:00:00,18/06/2024 23:00;551
4080,2024-06-19 00:00:00-05:00,2024-06-19 00:00:00,19/06/2024 00:00;462
4081,2024-06-19 01:00:00-05:00,2024-06-19 01:00:00,19/06/2024 01:00;421
4082,2024-06-19 02:00:00-05:00,2024-06-19 02:00:00,19/06/2024 02:00;418
4083,2024-06-19 03:00:00-05:00,2024-06-19 03:00:00,19/06/2024 03:00;414
4084,2024-06-19 04:00:00-05:00,2024-06-19 04:00:00,19/06/2024 04:00;408
4085,2024-06-19 05:00:00-05:00,2024-06-19 05:00:00,19/06/2024 05:00;376
4086,2024-06-19 06:00:00-05:00,2024-06-19 06:00:00,19/06/2024 06:00;572
4087,2024-06-19 07:00:00-05:00,2024-06-19 07:00:00,19/06/2024 07:00;749
4088,2024-06-19 08:00:00-05:00,2024-06-19 08:00:00,19/06/2024 08:00;895
4089,2024-06-19 09:00:00-05:00,2024-06-19 09:00:00,19/06/2024 09:00;1066
4090,2024-06-19 10:00:00-05:00,2024-06-19 10:00:00,19/06/2024 10:00;1779
4091,2024-06-19 11:00:00-05:00,2024-06-19 11:00:00,19/06/2024 11:00;2267
4092,2024-06-19 12:00:00-05:00,2024-06-19 12:00:00,19/06/2024 12:00;2316
4093,2024-06-19 13:00:00-05:00,2024-06-19 13:00:00,19/06/2024 13:00;2290
4094,2024-06-19 14:00:00-05:00,2024-06-19 14:00:00,19/06/2024 14:00;2312
4095,2024-06-19 15:00:00-05:00,2024-06-19 15:00:00,19/06/2024 15:00;2313
4096,2024-06-19 16:00:00-05:00,2024-06-19 16:00:00,19/06/2024 16:00;2296
4097,2024-06-19 17:00:00-05:00,2024-06-19 17:00:00,19/06/2024 17:00;2280
4098,2024-06-19 18:00:00-05:00,2024-06-19 18:00:00,19/06/2024 18:00;2271
4099,2024-06-19 19:00:00-05:00,2024-06-19 19:00:00,19/06/2024 19:00;2227
4100,2024-06-19 20:00:00-05:00,2024-06-19 20:00:00,19/06/2024 20:00;2176
4101,2024-06-19 21:00:00-05:00,2024-06-19 21:00:00,19/06/2024 21:00;1980
4102,2024-06-19 22:00:00-05:00,2024-06-19 22:00:00,19/06/2024 22:00;1115
4103,2024-06-19 23:00:00-05:00,2024-06-19 23:00:00,19/06/2024 23:00;558
4104,2024-06-20 00:00:00-05:00,2024-06-20 00:00:00,20/06/2024 00:00;368
4105,2024-06-20 01:00:00-05:00,2024-06-20 01:00:00,20/06/2024 01:00;0
4106,2024-06-20 02:00:00-05:00,2024-06-20 02:00:00,20/06/2024 02:00;0
4107,2024-06-20 03:00:00-05:00,2024-06-20 03:00:00,20/06/2024 03:00;0
4108,2024-06-20 04:00:00-05:00,2024-06-20 04:00:00,20/06/2024 04:00;0
4109,2024-06-20 05:00:00-05:00,2024-06-20 05:00:00,20/06/2024 05:00;244
4110,2024-06-20 06:00:00-05:00,2024-06-20 06:00:00,20/06/2024 06:00;560
4111,2024-06-20 07:00:00-05:00,2024-06-20 07:00:00,20/06/2024 07:00;658
4112,2024-06-20 08:00:00-05:00,2024-06-20 08:00:00,20/06/2024 08:00;762
4113,2024-06-20 09:00:00-05:00,2024-06-20 09:00:00,20/06/2024 09:00;988
4114,2024-06-20 10:00:00-05:00,2024-06-20 10:00:00,20/06/2024 10:00;1449
4115,2024-06-20 11:00:00-05:00,2024-06-20 11:00:00,20/06/2024 11:00;1916
4116,2024-06-20 12:00:00-05:00,2024-06-20 12:00:00,20/06/2024 12:00;2216
4117,2024-06-20 13:00:00-05:00,2024-06-20 13:00:00,20/06/2024 13:00;2308
4118,2024-06-20 14:00:00-05:00,2024-06-20 14:00:00,20/06/2024 14:00;2265
4119,2024-06-20 15:00:00-05:00,2024-06-20 15:00:00,20/06/2024 15:00;2243
4120,2024-06-20 16:00:00-05:00,2024-06-20 16:00:00,20/06/2024 16:00;2043
4121,2024-06-20 17:00:00-05:00,2024-06-20 17:00:00,20/06/2024 17:00;1952
4122,2024-06-20 18:00:00-05:00,2024-06-20 18:00:00,20/06/2024 18:00;1945
4123,2024-06-20 19:00:00-05:00,2024-06-20 19:00:00,20/06/2024 19:00;1949
4124,2024-06-20 20:00:00-05:00,2024-06-20 20:00:00,20/06/2024 20:00;1912
4125,2024-06-20 21:00:00-05:00,2024-06-20 21:00:00,20/06/2024 21:00;1752
4126,2024-06-20 22:00:00-05:00,2024-06-20 22:00:00,20/06/2024 22:00;1001
4127,2024-06-20 23:00:00-05:00,2024-06-20 23:00:00,20/06/2024 23:00;485
4128,2024-06-21 00:00:00-05:00,2024-06-21 00:00:00,21/06/2024 00:00;409
4129,2024-06-21 01:00:00-05:00,2024-06-21 01:00:00,21/06/2024 01:00;383
4130,2024-06-21 02:00:00-05:00,2024-06-21 02:00:00,21/06/2024 02:00;382
4131,2024-06-21 03:00:00-05:00,2024-06-21 03:00:00,21/06/2024 03:00;378
4132,2024-06-21 04:00:00-05:00,2024-06-21 04:00:00,21/06/2024 04:00;358
4133,2024-06-21 05:00:00-05:00,2024-06-21 05:00:00,21/06/2024 05:00;353
4134,2024-06-21 06:00:00-05:00,2024-06-21 06:00:00,21/06/2024 06:00;531
4135,2024-06-21 07:00:00-05:00,2024-06-21 07:00:00,21/06/2024 07:00;645
4136,2024-06-21 08:00:00-05:00,2024-06-21 08:00:00,21/06/2024 08:00;767
4137,2024-06-21 09:00:00-05:00,2024-06-21 09:00:00,21/06/2024 09:00;988
4138,2024-06-21 10:00:00-05:00,2024-06-21 10:00:00,21/06/2024 10:00;1584
4139,2024-06-21 11:00:00-05:00,2024-06-21 11:00:00,21/06/2024 11:00;2012
4140,2024-06-21 12:00:00-05:00,2024-06-21 12:00:00,21/06/2024 12:00;2043
4141,2024-06-21 13:00:00-05:00,2024-06-21 13:00:00,21/06/2024 13:00;1996
4142,2024-06-21 14:00:00-05:00,2024-06-21 14:00:00,21/06/2024 14:00;1978
4143,2024-06-21 15:00:00-05:00,2024-06-21 15:00:00,21/06/2024 15:00;2036
4144,2024-06-21 16:00:00-05:00,2024-06-21 16:00:00,21/06/2024 16:00;2071
4145,2024-06-21 17:00:00-05:00,2024-06-21 17:00:00,21/06/2024 17:00;2082
4146,2024-06-21 18:00:00-05:00,2024-06-21 18:00:00,21/06/2024 18:00;2060
4147,2024-06-21 19:00:00-05:00,2024-06-21 19:00:00,21/06/2024 19:00;2053
4148,2024-06-21 20:00:00-05:00,2024-06-21 20:00:00,21/06/2024 20:00;1989
4149,2024-06-21 21:00:00-05:00,2024-06-21 21:00:00,21/06/2024 21:00;1877
4150,2024-06-21 22:00:00-05:00,2024-06-21 22:00:00,21/06/2024 22:00;1060
4151,2024-06-21 23:00:00-05:00,2024-06-21 23:00:00,21/06/2024 23:00;513
4152,2024-06-22 00:00:00-05:00,2024-06-22 00:00:00,22/06/2024 00:00;436
4153,2024-06-22 01:00:00-05:00,2024-06-22 01:00:00,22/06/2024 01:00;391
4154,2024-06-22 02:00:00-05:00,2024-06-22 02:00:00,22/06/2024 02:00;388
4155,2024-06-22 03:00:00-05:00,2024-06-22 03:00:00,22/06/2024 03:00;389
4156,2024-06-22 04:00:00-05:00,2024-06-22 04:00:00,22/06/2024 04:00;377
4157,2024-06-22 05:00:00-05:00,2024-06-22 05:00:00,22/06/2024 05:00;348
4158,2024-06-22 06:00:00-05:00,2024-06-22 06:00:00,22/06/2024 06:00;465
4159,2024-06-22 07:00:00-05:00,2024-06-22 07:00:00,22/06/2024 07:00;578
4160,2024-06-22 08:00:00-05:00,2024-06-22 08:00:00,22/06/2024 08:00;706
4161,2024-06-22 09:00:00-05:00,2024-06-22 09:00:00,22/06/2024 09:00;884
4162,2024-06-22 10:00:00-05:00,2024-06-22 10:00:00,22/06/2024 10:00;1411
4163,2024-06-22 11:00:00-05:00,2024-06-22 11:00:00,22/06/2024 11:00;1907
4164,2024-06-22 12:00:00-05:00,2024-06-22 12:00:00,22/06/2024 12:00;1959
4165,2024-06-22 13:00:00-05:00,2024-06-22 13:00:00,22/06/2024 13:00;2020
4166,2024-06-22 14:00:00-05:00,2024-06-22 14:00:00,22/06/2024 14:00;2053
4167,2024-06-22 15:00:00-05:00,2024-06-22 15:00:00,22/06/2024 15:00;2054
4168,2024-06-22 16:00:00-05:00,2024-06-22 16:00:00,22/06/2024 16:00;2062
4169,2024-06-22 17:00:00-05:00,2024-06-22 17:00:00,22/06/2024 17:00;2224
4170,2024-06-22 18:00:00-05:00,2024-06-22 18:00:00,22/06/2024 18:00;2179
4171,2024-06-22 19:00:00-05:00,2024-06-22 19:00:00,22/06/2024 19:00;2105
4172,2024-06-22 20:00:00-05:00,2024-06-22 20:00:00,22/06/2024 20:00;2043
4173,2024-06-22 21:00:00-05:00,2024-06-22 21:00:00,22/06/2024 21:00;1950
4174,2024-06-22 22:00:00-05:00,2024-06-22 22:00:00,22/06/2024 22:00;1170
4175,2024-06-22 23:00:00-05:00,2024-06-22 23:00:00,22/06/2024 23:00;554
4176,2024-06-23 00:00:00-05:00,2024-06-23 00:00:00,23/06/2024 00:00;467
4177,2024-06-23 01:00:00-05:00,2024-06-23 01:00:00,23/06/2024 01:00;425
4178,2024-06-23 02:00:00-05:00,2024-06-23 02:00:00,23/06/2024 02:00;417
4179,2024-06-23 03:00:00-05:00,2024-06-23 03:00:00,23/06/2024 03:00;415
4180,2024-06-23 04:00:00-05:00,2024-06-23 04:00:00,23/06/2024 04:00;406
4181,2024-06-23 05:00:00-05:00,2024-06-23 05:00:00,23/06/2024 05:00;380
4182,2024-06-23 06:00:00-05:00,2024-06-23 06:00:00,23/06/2024 06:00;404
4183,2024-06-23 07:00:00-05:00,2024-06-23 07:00:00,23/06/2024 07:00;458
4184,2024-06-23 08:00:00-05:00,2024-06-23 08:00:00,23/06/2024 08:00;703
4185,2024-06-23 09:00:00-05:00,2024-06-23 09:00:00,23/06/2024 09:00;1060
4186,2024-06-23 10:00:00-05:00,2024-06-23 10:00:00,23/06/2024 10:00;1673
4187,2024-06-23 11:00:00-05:00,2024-06-23 11:00:00,23/06/2024 11:00;2173
4188,2024-06-23 12:00:00-05:00,2024-06-23 12:00:00,23/06/2024 12:00;2163
4189,2024-06-23 13:00:00-05:00,2024-06-23 13:00:00,23/06/2024 13:00;2179
4190,2024-06-23 14:00:00-05:00,2024-06-23 14:00:00,23/06/2024 14:00;2238
4191,2024-06-23 15:00:00-05:00,2024-06-23 15:00:00,23/06/2024 15:00;2204
4192,2024-06-23 16:00:00-05:00,2024-06-23 16:00:00,23/06/2024 16:00;2207
4193,2024-06-23 17:00:00-05:00,2024-06-23 17:00:00,23/06/2024 17:00;2235
4194,2024-06-23 18:00:00-05:00,2024-06-23 18:00:00,23/06/2024 18:00;2212
4195,2024-06-23 19:00:00-05:00,2024-06-23 19:00:00,23/06/2024 19:00;2173
4196,2024-06-23 20:00:00-05:00,2024-06-23 20:00:00,23/06/2024 20:00;2106
4197,2024-06-23 21:00:00-05:00,2024-06-23 21:00:00,23/06/2024 21:00;1929
4198,2024-06-23 22:00:00-05:00,2024-06-23 22:00:00,23/06/2024 22:00;1107
4199,2024-06-23 23:00:00-05:00,2024-06-23 23:00:00,23/06/2024 23:00;571
4200,2024-06-24 00:00:00-05:00,2024-06-24 00:00:00,24/06/2024 00:00;495
4201,2024-06-24 01:00:00-05:00,2024-06-24 01:00:00,24/06/2024 01:00;435
4202,2024-06-24 02:00:00-05:00,2024-06-24 02:00:00,24/06/2024 02:00;435
4203,2024-06-24 03:00:00-05:00,2024-06-24 03:00:00,24/06/2024 03:00;432
4204,2024-06-24 04:00:00-05:00,2024-06-24 04:00:00,24/06/2024 04:00;417
4205,2024-06-24 05:00:00-05:00,2024-06-24 05:00:00,24/06/2024 05:00;394
4206,2024-06-24 06:00:00-05:00,2024-06-24 06:00:00,24/06/2024 06:00;575
4207,2024-06-24 07:00:00-05:00,2024-06-24 07:00:00,24/06/2024 07:00;706
4208,2024-06-24 08:00:00-05:00,2024-06-24 08:00:00,24/06/2024 08:00;821
4209,2024-06-24 09:00:00-05:00,2024-06-24 09:00:00,24/06/2024 09:00;998
4210,2024-06-24 10:00:00-05:00,2024-06-24 10:00:00,24/06/2024 10:00;1613
4211,2024-06-24 11:00:00-05:00,2024-06-24 11:00:00,24/06/2024 11:00;2230
4212,2024-06-24 12:00:00-05:00,2024-06-24 12:00:00,24/06/2024 12:00;2257
4213,2024-06-24 13:00:00-05:00,2024-06-24 13:00:00,24/06/2024 13:00;2270
4214,2024-06-24 14:00:00-05:00,2024-06-24 14:00:00,24/06/2024 14:00;2349
4215,2024-06-24 15:00:00-05:00,2024-06-24 15:00:00,24/06/2024 15:00;2333
4216,2024-06-24 16:00:00-05:00,2024-06-24 16:00:00,24/06/2024 16:00;2315
4217,2024-06-24 17:00:00-05:00,2024-06-24 17:00:00,24/06/2024 17:00;2237
4218,2024-06-24 18:00:00-05:00,2024-06-24 18:00:00,24/06/2024 18:00;2202
4219,2024-06-24 19:00:00-05:00,2024-06-24 19:00:00,24/06/2024 19:00;2124
4220,2024-06-24 20:00:00-05:00,2024-06-24 20:00:00,24/06/2024 20:00;2050
4221,2024-06-24 21:00:00-05:00,2024-06-24 21:00:00,24/06/2024 21:00;1918
4222,2024-06-24 22:00:00-05:00,2024-06-24 22:00:00,24/06/2024 22:00;1039
4223,2024-06-24 23:00:00-05:00,2024-06-24 23:00:00,24/06/2024 23:00;544
4224,2024-06-25 00:00:00-05:00,2024-06-25 00:00:00,25/06/2024 00:00;462
4225,2024-06-25 01:00:00-05:00,2024-06-25 01:00:00,25/06/2024 01:00;229
4226,2024-06-25 02:00:00-05:00,2024-06-25 02:00:00,25/06/2024 02:00;423
4227,2024-06-25 03:00:00-05:00,2024-06-25 03:00:00,25/06/2024 03:00;394
4228,2024-06-25 04:00:00-05:00,2024-06-25 04:00:00,25/06/2024 04:00;379
4229,2024-06-25 05:00:00-05:00,2024-06-25 05:00:00,25/06/2024 05:00;355
4230,2024-06-25 06:00:00-05:00,2024-06-25 06:00:00,25/06/2024 06:00;521
4231,2024-06-25 07:00:00-05:00,2024-06-25 07:00:00,25/06/2024 07:00;657
4232,2024-06-25 08:00:00-05:00,2024-06-25 08:00:00,25/06/2024 08:00;792
4233,2024-06-25 09:00:00-05:00,2024-06-25 09:00:00,25/06/2024 09:00;1042
4234,2024-06-25 10:00:00-05:00,2024-06-25 10:00:00,25/06/2024 10:00;1529
4235,2024-06-25 11:00:00-05:00,2024-06-25 11:00:00,25/06/2024 11:00;1969
4236,2024-06-25 12:00:00-05:00,2024-06-25 12:00:00,25/06/2024 12:00;2035
4237,2024-06-25 13:00:00-05:00,2024-06-25 13:00:00,25/06/2024 13:00;2055
4238,2024-06-25 14:00:00-05:00,2024-06-25 14:00:00,25/06/2024 14:00;2084
4239,2024-06-25 15:00:00-05:00,2024-06-25 15:00:00,25/06/2024 15:00;2097
4240,2024-06-25 16:00:00-05:00,2024-06-25 16:00:00,25/06/2024 16:00;2119
4241,2024-06-25 17:00:00-05:00,2024-06-25 17:00:00,25/06/2024 17:00;2123
4242,2024-06-25 18:00:00-05:00,2024-06-25 18:00:00,25/06/2024 18:00;2326
4243,2024-06-25 19:00:00-05:00,2024-06-25 19:00:00,25/06/2024 19:00;2265
4244,2024-06-25 20:00:00-05:00,2024-06-25 20:00:00,25/06/2024 20:00;2155
4245,2024-06-25 21:00:00-05:00,2024-06-25 21:00:00,25/06/2024 21:00;1988
4246,2024-06-25 22:00:00-05:00,2024-06-25 22:00:00,25/06/2024 22:00;1175
4247,2024-06-25 23:00:00-05:00,2024-06-25 23:00:00,25/06/2024 23:00;560
4248,2024-06-26 00:00:00-05:00,2024-06-26 00:00:00,26/06/2024 00:00;454
4249,2024-06-26 01:00:00-05:00,2024-06-26 01:00:00,26/06/2024 01:00;421
4250,2024-06-26 02:00:00-05:00,2024-06-26 02:00:00,26/06/2024 02:00;419
4251,2024-06-26 03:00:00-05:00,2024-06-26 03:00:00,26/06/2024 03:00;415
4252,2024-06-26 04:00:00-05:00,2024-06-26 04:00:00,26/06/2024 04:00;406
4253,2024-06-26 05:00:00-05:00,2024-06-26 05:00:00,26/06/2024 05:00;390
4254,2024-06-26 06:00:00-05:00,2024-06-26 06:00:00,26/06/2024 06:00;508
4255,2024-06-26 07:00:00-05:00,2024-06-26 07:00:00,26/06/2024 07:00;688
4256,2024-06-26 08:00:00-05:00,2024-06-26 08:00:00,26/06/2024 08:00;850
4257,2024-06-26 09:00:00-05:00,2024-06-26 09:00:00,26/06/2024 09:00;1021
4258,2024-06-26 10:00:00-05:00,2024-06-26 10:00:00,26/06/2024 10:00;1707
4259,2024-06-26 11:00:00-05:00,2024-06-26 11:00:00,26/06/2024 11:00;2340
4260,2024-06-26 12:00:00-05:00,2024-06-26 12:00:00,26/06/2024 12:00;2341
4261,2024-06-26 13:00:00-05:00,2024-06-26 13:00:00,26/06/2024 13:00;2376
4262,2024-06-26 14:00:00-05:00,2024-06-26 14:00:00,26/06/2024 14:00;2261
4263,2024-06-26 15:00:00-05:00,2024-06-26 15:00:00,26/06/2024 15:00;2344
4264,2024-06-26 16:00:00-05:00,2024-06-26 16:00:00,26/06/2024 16:00;2213
4265,2024-06-26 17:00:00-05:00,2024-06-26 17:00:00,26/06/2024 17:00;2202
4266,2024-06-26 18:00:00-05:00,2024-06-26 18:00:00,26/06/2024 18:00;2218
4267,2024-06-26 19:00:00-05:00,2024-06-26 19:00:00,26/06/2024 19:00;2197
4268,2024-06-26 20:00:00-05:00,2024-06-26 20:00:00,26/06/2024 20:00;2119
4269,2024-06-26 21:00:00-05:00,2024-06-26 21:00:00,26/06/2024 21:00;1953
4270,2024-06-26 22:00:00-05:00,2024-06-26 22:00:00,26/06/2024 22:00;1105
4271,2024-06-26 23:00:00-05:00,2024-06-26 23:00:00,26/06/2024 23:00;547
4272,2024-06-27 00:00:00-05:00,2024-06-27 00:00:00,27/06/2024 00:00;464
4273,2024-06-27 01:00:00-05:00,2024-06-27 01:00:00,27/06/2024 01:00;430
4274,2024-06-27 02:00:00-05:00,2024-06-27 02:00:00,27/06/2024 02:00;438
4275,2024-06-27 03:00:00-05:00,2024-06-27 03:00:00,27/06/2024 03:00;441
4276,2024-06-27 04:00:00-05:00,2024-06-27 04:00:00,27/06/2024 04:00;431
4277,2024-06-27 05:00:00-05:00,2024-06-27 05:00:00,27/06/2024 05:00;409
4278,2024-06-27 06:00:00-05:00,2024-06-27 06:00:00,27/06/2024 06:00;550
4279,2024-06-27 07:00:00-05:00,2024-06-27 07:00:00,27/06/2024 07:00;683
4280,2024-06-27 08:00:00-05:00,2024-06-27 08:00:00,27/06/2024 08:00;811
4281,2024-06-27 09:00:00-05:00,2024-06-27 09:00:00,27/06/2024 09:00;1094
4282,2024-06-27 10:00:00-05:00,2024-06-27 10:00:00,27/06/2024 10:00;1748
4283,2024-06-27 11:00:00-05:00,2024-06-27 11:00:00,27/06/2024 11:00;2226
4284,2024-06-27 12:00:00-05:00,2024-06-27 12:00:00,27/06/2024 12:00;2193
4285,2024-06-27 13:00:00-05:00,2024-06-27 13:00:00,27/06/2024 13:00;2161
4286,2024-06-27 14:00:00-05:00,2024-06-27 14:00:00,27/06/2024 14:00;2252
4287,2024-06-27 15:00:00-05:00,2024-06-27 15:00:00,27/06/2024 15:00;2278
4288,2024-06-27 16:00:00-05:00,2024-06-27 16:00:00,27/06/2024 16:00;2299
4289,2024-06-27 17:00:00-05:00,2024-06-27 17:00:00,27/06/2024 17:00;2275
4290,2024-06-27 18:00:00-05:00,2024-06-27 18:00:00,27/06/2024 18:00;2218
4291,2024-06-27 19:00:00-05:00,2024-06-27 19:00:00,27/06/2024 19:00;2149
4292,2024-06-27 20:00:00-05:00,2024-06-27 20:00:00,27/06/2024 20:00;2076
4293,2024-06-27 21:00:00-05:00,2024-06-27 21:00:00,27/06/2024 21:00;1915
4294,2024-06-27 22:00:00-05:00,2024-06-27 22:00:00,27/06/2024 22:00;1115
4295,2024-06-27 23:00:00-05:00,2024-06-27 23:00:00,27/06/2024 23:00;596
4296,2024-06-28 00:00:00-05:00,2024-06-28 00:00:00,28/06/2024 00:00;484
4297,2024-06-28 01:00:00-05:00,2024-06-28 01:00:00,28/06/2024 01:00;446
4298,2024-06-28 02:00:00-05:00,2024-06-28 02:00:00,28/06/2024 02:00;450
4299,2024-06-28 03:00:00-05:00,2024-06-28 03:00:00,28/06/2024 03:00;442
4300,2024-06-28 04:00:00-05:00,2024-06-28 04:00:00,28/06/2024 04:00;431
4301,2024-06-28 05:00:00-05:00,2024-06-28 05:00:00,28/06/2024 05:00;418
4302,2024-06-28 06:00:00-05:00,2024-06-28 06:00:00,28/06/2024 06:00;556
4303,2024-06-28 07:00:00-05:00,2024-06-28 07:00:00,28/06/2024 07:00;701
