hour,solar_kw,bess_soc_percent,mall_load_kw
4304,2024-06-28 08:00:00-05:00,2024-06-28 08:00:00,28/06/2024 08:00;799
4305,2024-06-28 09:00:00-05:00,2024-06-28 09:00:00,28/06/2024 09:00;1103
4306,2024-06-28 10:00:00-05:00,2024-06-28 10:00:00,28/06/2024 10:00;1749
4307,2024-06-28 11:00:00-05:00,2024-06-28 11:00:00,28/06/2024 11:00;2284
4308,2024-06-28 12:00:00-05:00,2024-06-28 12:00:00,28/06/2024 12:00;2321
4309,2024-06-28 13:00:00-05:00,2024-06-28 13:00:00,28/06/2024 13:00;2337
4310,2024-06-28 14:00:00-05:00,2024-06-28 14:00:00,28/06/2024 14:00;2389
4311,2024-06-28 15:00:00-05:00,2024-06-28 15:00:00,28/06/2024 15:00;2383
4312,2024-06-28 16:00:00-05:00,2024-06-28 16:00:00,28/06/2024 16:00;2368
4313,2024-06-28 17:00:00-05:00,2024-06-28 17:00:00,28/06/2024 17:00;2339
4314,2024-06-28 18:00:00-05:00,2024-06-28 18:00:00,28/06/2024 18:00;2304
4315,2024-06-28 19:00:00-05:00,2024-06-28 19:00:00,28/06/2024 19:00;2227
4316,2024-06-28 20:00:00-05:00,2024-06-28 20:00:00,28/06/2024 20:00;2210
4317,2024-06-28 21:00:00-05:00,2024-06-28 21:00:00,28/06/2024 21:00;2083
4318,2024-06-28 22:00:00-05:00,2024-06-28 22:00:00,28/06/2024 22:00;1213
4319,2024-06-28 23:00:00-05:00,2024-06-28 23:00:00,28/06/2024 23:00;588
4320,2024-06-29 00:00:00-05:00,2024-06-29 00:00:00,29/06/2024 00:00;488
4321,2024-06-29 01:00:00-05:00,2024-06-29 01:00:00,29/06/2024 01:00;436
4322,2024-06-29 02:00:00-05:00,2024-06-29 02:00:00,29/06/2024 02:00;420
4323,2024-06-29 03:00:00-05:00,2024-06-29 03:00:00,29/06/2024 03:00;422
4324,2024-06-29 04:00:00-05:00,2024-06-29 04:00:00,29/06/2024 04:00;412
4325,2024-06-29 05:00:00-05:00,2024-06-29 05:00:00,29/06/2024 05:00;388
4326,2024-06-29 06:00:00-05:00,2024-06-29 06:00:00,29/06/2024 06:00;436
4327,2024-06-29 07:00:00-05:00,2024-06-29 07:00:00,29/06/2024 07:00;465
4328,2024-06-29 08:00:00-05:00,2024-06-29 08:00:00,29/06/2024 08:00;656
4329,2024-06-29 09:00:00-05:00,2024-06-29 09:00:00,29/06/2024 09:00;1114
4330,2024-06-29 10:00:00-05:00,2024-06-29 10:00:00,29/06/2024 10:00;1688
4331,2024-06-29 11:00:00-05:00,2024-06-29 11:00:00,29/06/2024 11:00;2229
4332,2024-06-29 12:00:00-05:00,2024-06-29 12:00:00,29/06/2024 12:00;2295
4333,2024-06-29 13:00:00-05:00,2024-06-29 13:00:00,29/06/2024 13:00;2355
4334,2024-06-29 14:00:00-05:00,2024-06-29 14:00:00,29/06/2024 14:00;2396
4335,2024-06-29 15:00:00-05:00,2024-06-29 15:00:00,29/06/2024 15:00;2366
4336,2024-06-29 16:00:00-05:00,2024-06-29 16:00:00,29/06/2024 16:00;2293
4337,2024-06-29 17:00:00-05:00,2024-06-29 17:00:00,29/06/2024 17:00;2209
4338,2024-06-29 18:00:00-05:00,2024-06-29 18:00:00,29/06/2024 18:00;2153
4339,2024-06-29 19:00:00-05:00,2024-06-29 19:00:00,29/06/2024 19:00;2081
4340,2024-06-29 20:00:00-05:00,2024-06-29 20:00:00,29/06/2024 20:00;2085
4341,2024-06-29 21:00:00-05:00,2024-06-29 21:00:00,29/06/2024 21:00;1962
4342,2024-06-29 22:00:00-05:00,2024-06-29 22:00:00,29/06/2024 22:00;1171
4343,2024-06-29 23:00:00-05:00,2024-06-29 23:00:00,29/06/2024 23:00;553
4344,2024-06-30 00:00:00-05:00,2024-06-30 00:00:00,30/06/2024 00:00;473
4345,2024-06-30 01:00:00-05:00,2024-06-30 01:00:00,30/06/2024 01:00;417
4346,2024-06-30 02:00:00-05:00,2024-06-30 02:00:00,30/06/2024 02:00;411
4347,2024-06-30 03:00:00-05:00,2024-06-30 03:00:00,30/06/2024 03:00;412
4348,2024-06-30 04:00:00-05:00,2024-06-30 04:00:00,30/06/2024 04:00;406
4349,2024-06-30 05:00:00-05:00,2024-06-30 05:00:00,30/06/2024 05:00;383
4350,2024-06-30 06:00:00-05:00,2024-06-30 06:00:00,30/06/2024 06:00;409
4351,2024-06-30 07:00:00-05:00,2024-06-30 07:00:00,30/06/2024 07:00;433
4352,2024-06-30 08:00:00-05:00,2024-06-30 08:00:00,30/06/2024 08:00;599
4353,2024-06-30 09:00:00-05:00,2024-06-30 09:00:00,30/06/2024 09:00;1142
4354,2024-06-30 10:00:00-05:00,2024-06-30 10:00:00,30/06/2024 10:00;1731
4355,2024-06-30 11:00:00-05:00,2024-06-30 11:00:00,30/06/2024 11:00;2291
4356,2024-06-30 12:00:00-05:00,2024-06-30 12:00:00,30/06/2024 12:00;2353
4357,2024-06-30 13:00:00-05:00,2024-06-30 13:00:00,30/06/2024 13:00;2368
4358,2024-06-30 14:00:00-05:00,2024-06-30 14:00:00,30/06/2024 14:00;2386
4359,2024-06-30 15:00:00-05:00,2024-06-30 15:00:00,30/06/2024 15:00;2351
4360,2024-06-30 16:00:00-05:00,2024-06-30 16:00:00,30/06/2024 16:00;2228
4361,2024-06-30 17:00:00-05:00,2024-06-30 17:00:00,30/06/2024 17:00;2198
4362,2024-06-30 18:00:00-05:00,2024-06-30 18:00:00,30/06/2024 18:00;2231
4363,2024-06-30 19:00:00-05:00,2024-06-30 19:00:00,30/06/2024 19:00;2219
4364,2024-06-30 20:00:00-05:00,2024-06-30 20:00:00,30/06/2024 20:00;2165
4365,2024-06-30 21:00:00-05:00,2024-06-30 21:00:00,30/06/2024 21:00;2002
4366,2024-06-30 22:00:00-05:00,2024-06-30 22:00:00,30/06/2024 22:00;1181
4367,2024-06-30 23:00:00-05:00,2024-06-30 23:00:00,30/06/2024 23:00;579
4368,2024-07-01 00:00:00-05:00,2024-07-01 00:00:00,01/07/2024 00:00;484
4369,2024-07-01 01:00:00-05:00,2024-07-01 01:00:00,01/07/2024 01:00;434
4370,2024-07-01 02:00:00-05:00,2024-07-01 02:00:00,01/07/2024 02:00;430
4371,2024-07-01 03:00:00-05:00,2024-07-01 03:00:00,01/07/2024 03:00;427
4372,2024-07-01 04:00:00-05:00,2024-07-01 04:00:00,01/07/2024 04:00;425
4373,2024-07-01 05:00:00-05:00,2024-07-01 05:00:00,01/07/2024 05:00;388
4374,2024-07-01 06:00:00-05:00,2024-07-01 06:00:00,01/07/2024 06:00;545
4375,2024-07-01 07:00:00-05:00,2024-07-01 07:00:00,01/07/2024 07:00;695
4376,2024-07-01 08:00:00-05:00,2024-07-01 08:00:00,01/07/2024 08:00;825
4377,2024-07-01 09:00:00-05:00,2024-07-01 09:00:00,01/07/2024 09:00;971
4378,2024-07-01 10:00:00-05:00,2024-07-01 10:00:00,01/07/2024 10:00;1465
4379,2024-07-01 11:00:00-05:00,2024-07-01 11:00:00,01/07/2024 11:00;1969
4380,2024-07-01 12:00:00-05:00,2024-07-01 12:00:00,01/07/2024 12:00;2056
4381,2024-07-01 13:00:00-05:00,2024-07-01 13:00:00,01/07/2024 13:00;2092
4382,2024-07-01 14:00:00-05:00,2024-07-01 14:00:00,01/07/2024 14:00;2149
4383,2024-07-01 15:00:00-05:00,2024-07-01 15:00:00,01/07/2024 15:00;2388
4384,2024-07-01 16:00:00-05:00,2024-07-01 16:00:00,01/07/2024 16:00;2310
4385,2024-07-01 17:00:00-05:00,2024-07-01 17:00:00,01/07/2024 17:00;2242
4386,2024-07-01 18:00:00-05:00,2024-07-01 18:00:00,01/07/2024 18:00;2211
4387,2024-07-01 19:00:00-05:00,2024-07-01 19:00:00,01/07/2024 19:00;2122
4388,2024-07-01 20:00:00-05:00,2024-07-01 20:00:00,01/07/2024 20:00;2109
4389,2024-07-01 21:00:00-05:00,2024-07-01 21:00:00,01/07/2024 21:00;1960
4390,2024-07-01 22:00:00-05:00,2024-07-01 22:00:00,01/07/2024 22:00;1171
4391,2024-07-01 23:00:00-05:00,2024-07-01 23:00:00,01/07/2024 23:00;560
4392,2024-07-02 00:00:00-05:00,2024-07-02 00:00:00,02/07/2024 00:00;447
4393,2024-07-02 01:00:00-05:00,2024-07-02 01:00:00,02/07/2024 01:00;424
4394,2024-07-02 02:00:00-05:00,2024-07-02 02:00:00,02/07/2024 02:00;424
4395,2024-07-02 03:00:00-05:00,2024-07-02 03:00:00,02/07/2024 03:00;417
4396,2024-07-02 04:00:00-05:00,2024-07-02 04:00:00,02/07/2024 04:00;414
4397,2024-07-02 05:00:00-05:00,2024-07-02 05:00:00,02/07/2024 05:00;382
4398,2024-07-02 06:00:00-05:00,2024-07-02 06:00:00,02/07/2024 06:00;504
4399,2024-07-02 07:00:00-05:00,2024-07-02 07:00:00,02/07/2024 07:00;641
4400,2024-07-02 08:00:00-05:00,2024-07-02 08:00:00,02/07/2024 08:00;749
4401,2024-07-02 09:00:00-05:00,2024-07-02 09:00:00,02/07/2024 09:00;913
4402,2024-07-02 10:00:00-05:00,2024-07-02 10:00:00,02/07/2024 10:00;1480
4403,2024-07-02 11:00:00-05:00,2024-07-02 11:00:00,02/07/2024 11:00;1920
4404,2024-07-02 12:00:00-05:00,2024-07-02 12:00:00,02/07/2024 12:00;1972
4405,2024-07-02 13:00:00-05:00,2024-07-02 13:00:00,02/07/2024 13:00;1953
4406,2024-07-02 14:00:00-05:00,2024-07-02 14:00:00,02/07/2024 14:00;1971
4407,2024-07-02 15:00:00-05:00,2024-07-02 15:00:00,02/07/2024 15:00;1960
4408,2024-07-02 16:00:00-05:00,2024-07-02 16:00:00,02/07/2024 16:00;1942
4409,2024-07-02 17:00:00-05:00,2024-07-02 17:00:00,02/07/2024 17:00;1923
4410,2024-07-02 18:00:00-05:00,2024-07-02 18:00:00,02/07/2024 18:00;1957
4411,2024-07-02 19:00:00-05:00,2024-07-02 19:00:00,02/07/2024 19:00;1934
4412,2024-07-02 20:00:00-05:00,2024-07-02 20:00:00,02/07/2024 20:00;1912
4413,2024-07-02 21:00:00-05:00,2024-07-02 21:00:00,02/07/2024 21:00;1729
4414,2024-07-02 22:00:00-05:00,2024-07-02 22:00:00,02/07/2024 22:00;1039
4415,2024-07-02 23:00:00-05:00,2024-07-02 23:00:00,02/07/2024 23:00;509
4416,2024-07-03 00:00:00-05:00,2024-07-03 00:00:00,03/07/2024 00:00;424
4417,2024-07-03 01:00:00-05:00,2024-07-03 01:00:00,03/07/2024 01:00;397
4418,2024-07-03 02:00:00-05:00,2024-07-03 02:00:00,03/07/2024 02:00;405
4419,2024-07-03 03:00:00-05:00,2024-07-03 03:00:00,03/07/2024 03:00;394
4420,2024-07-03 04:00:00-05:00,2024-07-03 04:00:00,03/07/2024 04:00;388
4421,2024-07-03 05:00:00-05:00,2024-07-03 05:00:00,03/07/2024 05:00;369
4422,2024-07-03 06:00:00-05:00,2024-07-03 06:00:00,03/07/2024 06:00;524
4423,2024-07-03 07:00:00-05:00,2024-07-03 07:00:00,03/07/2024 07:00;623
4424,2024-07-03 08:00:00-05:00,2024-07-03 08:00:00,03/07/2024 08:00;763
4425,2024-07-03 09:00:00-05:00,2024-07-03 09:00:00,03/07/2024 09:00;955
4426,2024-07-03 10:00:00-05:00,2024-07-03 10:00:00,03/07/2024 10:00;1635
4427,2024-07-03 11:00:00-05:00,2024-07-03 11:00:00,03/07/2024 11:00;2093
4428,2024-07-03 12:00:00-05:00,2024-07-03 12:00:00,03/07/2024 12:00;2095
4429,2024-07-03 13:00:00-05:00,2024-07-03 13:00:00,03/07/2024 13:00;2067
4430,2024-07-03 14:00:00-05:00,2024-07-03 14:00:00,03/07/2024 14:00;2116
4431,2024-07-03 15:00:00-05:00,2024-07-03 15:00:00,03/07/2024 15:00;2136
4432,2024-07-03 16:00:00-05:00,2024-07-03 16:00:00,03/07/2024 16:00;2132
4433,2024-07-03 17:00:00-05:00,2024-07-03 17:00:00,03/07/2024 17:00;2118
4434,2024-07-03 18:00:00-05:00,2024-07-03 18:00:00,03/07/2024 18:00;2112
4435,2024-07-03 19:00:00-05:00,2024-07-03 19:00:00,03/07/2024 19:00;2080
4436,2024-07-03 20:00:00-05:00,2024-07-03 20:00:00,03/07/2024 20:00;2029
4437,2024-07-03 21:00:00-05:00,2024-07-03 21:00:00,03/07/2024 21:00;1876
4438,2024-07-03 22:00:00-05:00,2024-07-03 22:00:00,03/07/2024 22:00;1075
4439,2024-07-03 23:00:00-05:00,2024-07-03 23:00:00,03/07/2024 23:00;552
4440,2024-07-04 00:00:00-05:00,2024-07-04 00:00:00,04/07/2024 00:00;470
4441,2024-07-04 01:00:00-05:00,2024-07-04 01:00:00,04/07/2024 01:00;427
4442,2024-07-04 02:00:00-05:00,2024-07-04 02:00:00,04/07/2024 02:00;430
4443,2024-07-04 03:00:00-05:00,2024-07-04 03:00:00,04/07/2024 03:00;430
4444,2024-07-04 04:00:00-05:00,2024-07-04 04:00:00,04/07/2024 04:00;428
4445,2024-07-04 05:00:00-05:00,2024-07-04 05:00:00,04/07/2024 05:00;402
4446,2024-07-04 06:00:00-05:00,2024-07-04 06:00:00,04/07/2024 06:00;515
4447,2024-07-04 07:00:00-05:00,2024-07-04 07:00:00,04/07/2024 07:00;685
4448,2024-07-04 08:00:00-05:00,2024-07-04 08:00:00,04/07/2024 08:00;831
4449,2024-07-04 09:00:00-05:00,2024-07-04 09:00:00,04/07/2024 09:00;1032
4450,2024-07-04 10:00:00-05:00,2024-07-04 10:00:00,04/07/2024 10:00;1495
4451,2024-07-04 11:00:00-05:00,2024-07-04 11:00:00,04/07/2024 11:00;1970
4452,2024-07-04 12:00:00-05:00,2024-07-04 12:00:00,04/07/2024 12:00;2008
4453,2024-07-04 13:00:00-05:00,2024-07-04 13:00:00,04/07/2024 13:00;1982
4454,2024-07-04 14:00:00-05:00,2024-07-04 14:00:00,04/07/2024 14:00;1935
4455,2024-07-04 15:00:00-05:00,2024-07-04 15:00:00,04/07/2024 15:00;1857
4456,2024-07-04 16:00:00-05:00,2024-07-04 16:00:00,04/07/2024 16:00;1902
4457,2024-07-04 17:00:00-05:00,2024-07-04 17:00:00,04/07/2024 17:00;2049
4458,2024-07-04 18:00:00-05:00,2024-07-04 18:00:00,04/07/2024 18:00;2052
4459,2024-07-04 19:00:00-05:00,2024-07-04 19:00:00,04/07/2024 19:00;2042
4460,2024-07-04 20:00:00-05:00,2024-07-04 20:00:00,04/07/2024 20:00;2000
4461,2024-07-04 21:00:00-05:00,2024-07-04 21:00:00,04/07/2024 21:00;1857
4462,2024-07-04 22:00:00-05:00,2024-07-04 22:00:00,04/07/2024 22:00;1058
4463,2024-07-04 23:00:00-05:00,2024-07-04 23:00:00,04/07/2024 23:00;552
4464,2024-07-05 00:00:00-05:00,2024-07-05 00:00:00,05/07/2024 00:00;473
4465,2024-07-05 01:00:00-05:00,2024-07-05 01:00:00,05/07/2024 01:00;444
4466,2024-07-05 02:00:00-05:00,2024-07-05 02:00:00,05/07/2024 02:00;444
4467,2024-07-05 03:00:00-05:00,2024-07-05 03:00:00,05/07/2024 03:00;437
4468,2024-07-05 04:00:00-05:00,2024-07-05 04:00:00,05/07/2024 04:00;434
4469,2024-07-05 05:00:00-05:00,2024-07-05 05:00:00,05/07/2024 05:00;407
4470,2024-07-05 06:00:00-05:00,2024-07-05 06:00:00,05/07/2024 06:00;516
4471,2024-07-05 07:00:00-05:00,2024-07-05 07:00:00,05/07/2024 07:00;645
4472,2024-07-05 08:00:00-05:00,2024-07-05 08:00:00,05/07/2024 08:00;763
4473,2024-07-05 09:00:00-05:00,2024-07-05 09:00:00,05/07/2024 09:00;932
4474,2024-07-05 10:00:00-05:00,2024-07-05 10:00:00,05/07/2024 10:00;1675
4475,2024-07-05 11:00:00-05:00,2024-07-05 11:00:00,05/07/2024 11:00;2221
4476,2024-07-05 12:00:00-05:00,2024-07-05 12:00:00,05/07/2024 12:00;2231
4477,2024-07-05 13:00:00-05:00,2024-07-05 13:00:00,05/07/2024 13:00;2258
4478,2024-07-05 14:00:00-05:00,2024-07-05 14:00:00,05/07/2024 14:00;2172
4479,2024-07-05 15:00:00-05:00,2024-07-05 15:00:00,05/07/2024 15:00;2183
4480,2024-07-05 16:00:00-05:00,2024-07-05 16:00:00,05/07/2024 16:00;2148
4481,2024-07-05 17:00:00-05:00,2024-07-05 17:00:00,05/07/2024 17:00;2099
4482,2024-07-05 18:00:00-05:00,2024-07-05 18:00:00,05/07/2024 18:00;2076
4483,2024-07-05 19:00:00-05:00,2024-07-05 19:00:00,05/07/2024 19:00;2030
4484,2024-07-05 20:00:00-05:00,2024-07-05 20:00:00,05/07/2024 20:00;1994
4485,2024-07-05 21:00:00-05:00,2024-07-05 21:00:00,05/07/2024 21:00;1961
4486,2024-07-05 22:00:00-05:00,2024-07-05 22:00:00,05/07/2024 22:00;1229
4487,2024-07-05 23:00:00-05:00,2024-07-05 23:00:00,05/07/2024 23:00;580
4488,2024-07-06 00:00:00-05:00,2024-07-06 00:00:00,06/07/2024 00:00;472
4489,2024-07-06 01:00:00-05:00,2024-07-06 01:00:00,06/07/2024 01:00;439
4490,2024-07-06 02:00:00-05:00,2024-07-06 02:00:00,06/07/2024 02:00;433
4491,2024-07-06 03:00:00-05:00,2024-07-06 03:00:00,06/07/2024 03:00;421
4492,2024-07-06 04:00:00-05:00,2024-07-06 04:00:00,06/07/2024 04:00;413
4493,2024-07-06 05:00:00-05:00,2024-07-06 05:00:00,06/07/2024 05:00;393
4494,2024-07-06 06:00:00-05:00,2024-07-06 06:00:00,06/07/2024 06:00;496
4495,2024-07-06 07:00:00-05:00,2024-07-06 07:00:00,06/07/2024 07:00;637
4496,2024-07-06 08:00:00-05:00,2024-07-06 08:00:00,06/07/2024 08:00;779
4497,2024-07-06 09:00:00-05:00,2024-07-06 09:00:00,06/07/2024 09:00;974
4498,2024-07-06 10:00:00-05:00,2024-07-06 10:00:00,06/07/2024 10:00;1551
4499,2024-07-06 11:00:00-05:00,2024-07-06 11:00:00,06/07/2024 11:00;2135
4500,2024-07-06 12:00:00-05:00,2024-07-06 12:00:00,06/07/2024 12:00;2249
4501,2024-07-06 13:00:00-05:00,2024-07-06 13:00:00,06/07/2024 13:00;2301
4502,2024-07-06 14:00:00-05:00,2024-07-06 14:00:00,06/07/2024 14:00;2270
4503,2024-07-06 15:00:00-05:00,2024-07-06 15:00:00,06/07/2024 15:00;2259
4504,2024-07-06 16:00:00-05:00,2024-07-06 16:00:00,06/07/2024 16:00;2248
4505,2024-07-06 17:00:00-05:00,2024-07-06 17:00:00,06/07/2024 17:00;2243
4506,2024-07-06 18:00:00-05:00,2024-07-06 18:00:00,06/07/2024 18:00;2216
4507,2024-07-06 19:00:00-05:00,2024-07-06 19:00:00,06/07/2024 19:00;2210
4508,2024-07-06 20:00:00-05:00,2024-07-06 20:00:00,06/07/2024 20:00;2175
4509,2024-07-06 21:00:00-05:00,2024-07-06 21:00:00,06/07/2024 21:00;2055
4510,2024-07-06 22:00:00-05:00,2024-07-06 22:00:00,06/07/2024 22:00;1261
4511,2024-07-06 23:00:00-05:00,2024-07-06 23:00:00,06/07/2024 23:00;654
4512,2024-07-07 00:00:00-05:00,2024-07-07 00:00:00,07/07/2024 00:00;564
4513,2024-07-07 01:00:00-05:00,2024-07-07 01:00:00,07/07/2024 01:00;558
4514,2024-07-07 02:00:00-05:00,2024-07-07 02:00:00,07/07/2024 02:00;504
4515,2024-07-07 03:00:00-05:00,2024-07-07 03:00:00,07/07/2024 03:00;494
4516,2024-07-07 04:00:00-05:00,2024-07-07 04:00:00,07/07/2024 04:00;473
4517,2024-07-07 05:00:00-05:00,2024-07-07 05:00:00,07/07/2024 05:00;446
4518,2024-07-07 06:00:00-05:00,2024-07-07 06:00:00,07/07/2024 06:00;474
4519,2024-07-07 07:00:00-05:00,2024-07-07 07:00:00,07/07/2024 07:00;514
4520,2024-07-07 08:00:00-05:00,2024-07-07 08:00:00,07/07/2024 08:00;597
4521,2024-07-07 09:00:00-05:00,2024-07-07 09:00:00,07/07/2024 09:00;964
4522,2024-07-07 10:00:00-05:00,2024-07-07 10:00:00,07/07/2024 10:00;1636
4523,2024-07-07 11:00:00-05:00,2024-07-07 11:00:00,07/07/2024 11:00;2197
4524,2024-07-07 12:00:00-05:00,2024-07-07 12:00:00,07/07/2024 12:00;2195
4525,2024-07-07 13:00:00-05:00,2024-07-07 13:00:00,07/07/2024 13:00;2214
4526,2024-07-07 14:00:00-05:00,2024-07-07 14:00:00,07/07/2024 14:00;2269
4527,2024-07-07 15:00:00-05:00,2024-07-07 15:00:00,07/07/2024 15:00;2224
4528,2024-07-07 16:00:00-05:00,2024-07-07 16:00:00,07/07/2024 16:00;2190
4529,2024-07-07 17:00:00-05:00,2024-07-07 17:00:00,07/07/2024 17:00;2189
4530,2024-07-07 18:00:00-05:00,2024-07-07 18:00:00,07/07/2024 18:00;2200
4531,2024-07-07 19:00:00-05:00,2024-07-07 19:00:00,07/07/2024 19:00;2146
4532,2024-07-07 20:00:00-05:00,2024-07-07 20:00:00,07/07/2024 20:00;2095
4533,2024-07-07 21:00:00-05:00,2024-07-07 21:00:00,07/07/2024 21:00;1949
4534,2024-07-07 22:00:00-05:00,2024-07-07 22:00:00,07/07/2024 22:00;1184
4535,2024-07-07 23:00:00-05:00,2024-07-07 23:00:00,07/07/2024 23:00;630
4536,2024-07-08 00:00:00-05:00,2024-07-08 00:00:00,08/07/2024 00:00;488
4537,2024-07-08 01:00:00-05:00,2024-07-08 01:00:00,08/07/2024 01:00;448
4538,2024-07-08 02:00:00-05:00,2024-07-08 02:00:00,08/07/2024 02:00;438
4539,2024-07-08 03:00:00-05:00,2024-07-08 03:00:00,08/07/2024 03:00;420
4540,2024-07-08 04:00:00-05:00,2024-07-08 04:00:00,08/07/2024 04:00;405
4541,2024-07-08 05:00:00-05:00,2024-07-08 05:00:00,08/07/2024 05:00;379
4542,2024-07-08 06:00:00-05:00,2024-07-08 06:00:00,08/07/2024 06:00;560
4543,2024-07-08 07:00:00-05:00,2024-07-08 07:00:00,08/07/2024 07:00;685
4544,2024-07-08 08:00:00-05:00,2024-07-08 08:00:00,08/07/2024 08:00;804
4545,2024-07-08 09:00:00-05:00,2024-07-08 09:00:00,08/07/2024 09:00;1011
4546,2024-07-08 10:00:00-05:00,2024-07-08 10:00:00,08/07/2024 10:00;1551
4547,2024-07-08 11:00:00-05:00,2024-07-08 11:00:00,08/07/2024 11:00;2151
4548,2024-07-08 12:00:00-05:00,2024-07-08 12:00:00,08/07/2024 12:00;2194
4549,2024-07-08 13:00:00-05:00,2024-07-08 13:00:00,08/07/2024 13:00;2053
4550,2024-07-08 14:00:00-05:00,2024-07-08 14:00:00,08/07/2024 14:00;1995
4551,2024-07-08 15:00:00-05:00,2024-07-08 15:00:00,08/07/2024 15:00;2149
4552,2024-07-08 16:00:00-05:00,2024-07-08 16:00:00,08/07/2024 16:00;2227
4553,2024-07-08 17:00:00-05:00,2024-07-08 17:00:00,08/07/2024 17:00;2246
4554,2024-07-08 18:00:00-05:00,2024-07-08 18:00:00,08/07/2024 18:00;2237
4555,2024-07-08 19:00:00-05:00,2024-07-08 19:00:00,08/07/2024 19:00;2198
4556,2024-07-08 20:00:00-05:00,2024-07-08 20:00:00,08/07/2024 20:00;2114
4557,2024-07-08 21:00:00-05:00,2024-07-08 21:00:00,08/07/2024 21:00;1956
4558,2024-07-08 22:00:00-05:00,2024-07-08 22:00:00,08/07/2024 22:00;1169
4559,2024-07-08 23:00:00-05:00,2024-07-08 23:00:00,08/07/2024 23:00;562
4560,2024-07-09 00:00:00-05:00,2024-07-09 00:00:00,09/07/2024 00:00;450
4561,2024-07-09 01:00:00-05:00,2024-07-09 01:00:00,09/07/2024 01:00;416
4562,2024-07-09 02:00:00-05:00,2024-07-09 02:00:00,09/07/2024 02:00;415
4563,2024-07-09 03:00:00-05:00,2024-07-09 03:00:00,09/07/2024 03:00;408
4564,2024-07-09 04:00:00-05:00,2024-07-09 04:00:00,09/07/2024 04:00;397
4565,2024-07-09 05:00:00-05:00,2024-07-09 05:00:00,09/07/2024 05:00;383
4566,2024-07-09 06:00:00-05:00,2024-07-09 06:00:00,09/07/2024 06:00;563
4567,2024-07-09 07:00:00-05:00,2024-07-09 07:00:00,09/07/2024 07:00;700
4568,2024-07-09 08:00:00-05:00,2024-07-09 08:00:00,09/07/2024 08:00;839
4569,2024-07-09 09:00:00-05:00,2024-07-09 09:00:00,09/07/2024 09:00;973
4570,2024-07-09 10:00:00-05:00,2024-07-09 10:00:00,09/07/2024 10:00;1535
4571,2024-07-09 11:00:00-05:00,2024-07-09 11:00:00,09/07/2024 11:00;1948
4572,2024-07-09 12:00:00-05:00,2024-07-09 12:00:00,09/07/2024 12:00;1980
4573,2024-07-09 13:00:00-05:00,2024-07-09 13:00:00,09/07/2024 13:00;2004
4574,2024-07-09 14:00:00-05:00,2024-07-09 14:00:00,09/07/2024 14:00;2047
4575,2024-07-09 15:00:00-05:00,2024-07-09 15:00:00,09/07/2024 15:00;2080
4576,2024-07-09 16:00:00-05:00,2024-07-09 16:00:00,09/07/2024 16:00;2077
4577,2024-07-09 17:00:00-05:00,2024-07-09 17:00:00,09/07/2024 17:00;2008
4578,2024-07-09 18:00:00-05:00,2024-07-09 18:00:00,09/07/2024 18:00;2037
4579,2024-07-09 19:00:00-05:00,2024-07-09 19:00:00,09/07/2024 19:00;2140
4580,2024-07-09 20:00:00-05:00,2024-07-09 20:00:00,09/07/2024 20:00;2080
4581,2024-07-09 21:00:00-05:00,2024-07-09 21:00:00,09/07/2024 21:00;1933
4582,2024-07-09 22:00:00-05:00,2024-07-09 22:00:00,09/07/2024 22:00;1102
4583,2024-07-09 23:00:00-05:00,2024-07-09 23:00:00,09/07/2024 23:00;568
4584,2024-07-10 00:00:00-05:00,2024-07-10 00:00:00,10/07/2024 00:00;466
4585,2024-07-10 01:00:00-05:00,2024-07-10 01:00:00,10/07/2024 01:00;436
4586,2024-07-10 02:00:00-05:00,2024-07-10 02:00:00,10/07/2024 02:00;440
4587,2024-07-10 03:00:00-05:00,2024-07-10 03:00:00,10/07/2024 03:00;434
4588,2024-07-10 04:00:00-05:00,2024-07-10 04:00:00,10/07/2024 04:00;429
4589,2024-07-10 05:00:00-05:00,2024-07-10 05:00:00,10/07/2024 05:00;407
4590,2024-07-10 06:00:00-05:00,2024-07-10 06:00:00,10/07/2024 06:00;564
4591,2024-07-10 07:00:00-05:00,2024-07-10 07:00:00,10/07/2024 07:00;672
4592,2024-07-10 08:00:00-05:00,2024-07-10 08:00:00,10/07/2024 08:00;892
4593,2024-07-10 09:00:00-05:00,2024-07-10 09:00:00,10/07/2024 09:00;1156
4594,2024-07-10 10:00:00-05:00,2024-07-10 10:00:00,10/07/2024 10:00;1706
4595,2024-07-10 11:00:00-05:00,2024-07-10 11:00:00,10/07/2024 11:00;2215
4596,2024-07-10 12:00:00-05:00,2024-07-10 12:00:00,10/07/2024 12:00;2199
4597,2024-07-10 13:00:00-05:00,2024-07-10 13:00:00,10/07/2024 13:00;2181
4598,2024-07-10 14:00:00-05:00,2024-07-10 14:00:00,10/07/2024 14:00;2217
4599,2024-07-10 15:00:00-05:00,2024-07-10 15:00:00,10/07/2024 15:00;2225
4600,2024-07-10 16:00:00-05:00,2024-07-10 16:00:00,10/07/2024 16:00;2279
4601,2024-07-10 17:00:00-05:00,2024-07-10 17:00:00,10/07/2024 17:00;2233
4602,2024-07-10 18:00:00-05:00,2024-07-10 18:00:00,10/07/2024 18:00;2143
4603,2024-07-10 19:00:00-05:00,2024-07-10 19:00:00,10/07/2024 19:00;2099
